Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Variant Weight Unit,Status
balance-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/16541087688125245414_2048.jpeg,7,Balance — Minimalist Line Art Print,,,,
balance-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/16672751880087410484_2048.jpeg,8,Balance — Minimalist Line Art Print,,,,
balance-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/13675096014118282346_2048.jpeg,9,Balance — Minimalist Line Art Print,,,,
balance-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/4854496835737252307_2048.jpeg,10,Balance — Minimalist Line Art Print,,,,
balance-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/12652405989341900053_2048.jpeg,11,Balance — Minimalist Line Art Print,,,,
arc-study-minimalist-line-art-print,Arc Study — Minimalist Line Art Print,"<p>Arc Study at 20 in x 30 in on museum-grade matte paper. Unframed; fits a standard 20 x 30 frame. Arc Study — minimalist line art print by Lineal Prints. Seven black arcs radiating from one corner. Motion held still. Seven concentric arcs sweep out from the lower-left corner and stop, each ending a little earlier than the last, so the eye reads a quarter turn of motion that never completes. It is the most architectural piece in the series and the one people hang where a wall needs quiet structure rather than a focal point. The arcs are drawn in a single black line weight on a warm off-white ground. From across a room it reads as a soft fan of shadow; up close the spacing is exact. Where it lives: entryways, stairwells and narrow walls. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.</p>",Lineal Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork","Posters, Prints, & Visual Artwork","Museum-grade matte paper, 175 gsm, Black on off-white",TRUE,Sizes,20″ x 30″,Paper finish,Matte,,,99438549788613789809,218,continue,manual,49.00,,TRUE,TRUE,,https://linealprints.com/wp-content/uploads/2026/09/4263326830528038210_2048.jpeg,1,Arc Study — Minimalist Line Art Print,"Arc Study — Minimalist Line Art Print - 20″ x 30″, Matte","Arc Study at 20 in x 30 in on museum-grade matte paper. Unframed; fits a standard 20 x 30 frame. Arc Study — minimalist line art print by Lineal Prints. Seven black arcs radiating from one corner. Motion held still. Seven concentric arcs sweep out from the lower-left corner and stop, each ending a little earlier than t",lb,active
arc-study-minimalist-line-art-print,,,,,,,,,12″ x 18″,,Matte,,,31195494416322778433,118,continue,manual,29.00,,TRUE,TRUE,,https://linealprints.com/wp-content/uploads/2026/09/9960138806975082786_2048.jpeg,2,Arc Study — Minimalist Line Art Print,,,lb,
arc-study-minimalist-line-art-print,,,,,,,,,24″ x 36″,,Matte,,,27342782643975715377,274,continue,manual,59.00,,TRUE,TRUE,,https://linealprints.com/wp-content/uploads/2026/09/7210884966392156102_2048.jpeg,3,Arc Study — Minimalist Line Art Print,,,lb,
arc-study-minimalist-line-art-print,,,,,,,,,16″ x 24″,,Matte,,,29535085962982417092,166,continue,manual,39.00,,TRUE,TRUE,,https://linealprints.com/wp-content/uploads/2026/09/2474278087253519258_2048.jpeg,4,Arc Study — Minimalist Line Art Print,,,lb,
arc-study-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/18144026788687538519_2048.jpeg,5,Arc Study — Minimalist Line Art Print,,,,
arc-study-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/486015395904042960_2048.jpeg,6,Arc Study — Minimalist Line Art Print,,,,
arc-study-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/9854997691025639032_2048.jpeg,7,Arc Study — Minimalist Line Art Print,,,,
arc-study-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/12969934928827117161_2048.jpeg,8,Arc Study — Minimalist Line Art Print,,,,
arc-study-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/13347799284367644600_2048.jpeg,9,Arc Study — Minimalist Line Art Print,,,,
arc-study-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/3964159739281938962_2048.jpeg,10,Arc Study — Minimalist Line Art Print,,,,
arc-study-minimalist-line-art-print,,,,,,,,,,,,,,,,,,,,,,,https://linealprints.com/wp-content/uploads/2026/09/10416486633618593591_2048.jpeg,11,Arc Study — Minimalist Line Art Print,,,,
